Item Type,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Product Image Description-1,Product Image Is Thumbnail-1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image Sort - 4,Product Image Sort - 5,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5
SKU,[S]Size= US 10,,,,,,UA1246943-029-10LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246943-029-10.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246943-029-11LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246943-029-11.5LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246943-029-12LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246943-029-13LEAD,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246943-029-14LEAD,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes RED*,Under Armour,10024,10024,9623,Interwoven layers of flexgear work with the tendons; ligaments & muscles are in the foot for a truly anatomic design;Reinforcements in the forefoot; eyestays & heel provide added durability & structure;Exposed mesh areas for superior breathability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1252477-602RED,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Anatomix Spawn II Low Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Anatomix Spawn II Low Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1252477-602_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1252477-602_A,http://origin-d4.scene7.com/is/image/Underarmour/1252477-602_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-602_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1252477-602_HEEL
SKU,[S]Size= US 5,,,,,,UA1252477-602-5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 5.5,,,,,,UA1252477-602-5.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6,,,,,,UA1252477-602-6RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6.5,,,,,,UA1252477-602-6.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7,,,,,,UA1252477-602-7RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1252477-602-7.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1252477-602-8RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1252477-602-8.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1252477-602-9RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1252477-602-9.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1252477-602-10RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1252477-602-10.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1252477-602-11RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1252477-602-11.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1252477-602-12RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1252477-602-12.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1252477-602-13RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1252477-602-13.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1252477-602-14RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1252477-602-16RED,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Jet Basketball Shoes RED*,Under Armour,7197,7197,6909,Only the story is simple. The streamlined midsole & clean design approach give you on-court/off-court versatility.;Leather & synthetic overlays give you lateral & medial stability ;Open mesh & diecut foam make the collar ridiculously breathable;Molded OrthoLite sockliner cushions & keeps your foot locked in;Compression molded full-length EVA foam midsole for cushioning & support;Full-length one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Imported,UA1246943-600RED,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Jet Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Jet Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246943-600_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246943-600_A,http://origin-d4.scene7.com/is/image/Underarmour/1246943-600_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-600_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-600_HEEL
SKU,[S]Size= US 10,,,,,,UA1246943-600-10RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246943-600-10.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246943-600-11RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246943-600-11.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246943-600-13RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246943-600-14RED,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Jet Basketball Shoes BLACK *,Under Armour,7197,7197,6909,Only the story is simple. The streamlined midsole & clean design approach give you on-court/off-court versatility.;Leather & synthetic overlays give you lateral & medial stability ;Open mesh & diecut foam make the collar ridiculously breathable;Molded OrthoLite sockliner cushions & keeps your foot locked in;Compression molded full-length EVA foam midsole for cushioning & support;Full-length one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Imported,UA1246943-001BLACK ,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Jet Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Jet Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246943-001_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246943-001_A,http://origin-d4.scene7.com/is/image/Underarmour/1246943-001_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-001_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-001_HEEL
SKU,[S]Size= US 7.5,,,,,,UA1246943-001-7.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246943-001-8BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246943-001-8.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246943-001-9BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246943-001-9.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246943-001-10BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246943-001-10.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246943-001-11BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246943-001-11.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246943-001-12BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1246943-001-12.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246943-001-13BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246943-001-14BLACK ,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Jet Basketball Shoes RED*,Under Armour,7197,7197,6909,Only the story is simple. The streamlined midsole & clean design approach give you on-court/off-court versatility.;Leather & synthetic overlays give you lateral & medial stability ;Open mesh & diecut foam make the collar ridiculously breathable;Molded OrthoLite sockliner cushions & keeps your foot locked in;Compression molded full-length EVA foam midsole for cushioning & support;Full-length one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Imported,UA1246943-601RED,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Jet Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Jet Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246943-601_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246943-601_A,http://origin-d4.scene7.com/is/image/Underarmour/1246943-601_TOP,http://origin-d4.scene7.com/is/image/Underarmour/1246943-601_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246943-601_HEEL
SKU,[S]Size= US 7.5,,,,,,UA1246943-601-7.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246943-601-8RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246943-601-8.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246943-601-9RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246943-601-9.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246943-601-10RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246943-601-10.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246943-601-11RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246943-601-11.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246943-601-12RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1246943-601-12.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246943-601-13RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246943-601-14RED,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Torch Basketball Shoes STEEL*,Under Armour,9082,9082,8718,The upper is engineered with UA ClutchFit Technology; a second skin of advantages that activates under pressure; locking you in with superior fit & feel.;UA ClutchFit technology wraps your foot with a lightweight “second skin” for powerful support & incredible feel;Synthetic leather upper with perforations for suprior ventilation ;Full-length ; foam turns cushioned landings into explosive takeoffs;Midfoot TPU shank helps prevent foot from twisting & rolling from side to side;OrthoLite sockliner cushions; fights odor & keeps you locked in;Full-length; one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Weight: 12.5 oz.;Imported,UA1246940-036STEEL,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Torch Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Torch Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246940-036_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246940-036_A,http://origin-d4.scene7.com/is/image/Underarmour/1246940-036_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-036_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-036_HEEL
SKU,[S]Size= US 5,,,,,,UA1246940-036-5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 5.5,,,,,,UA1246940-036-5.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6,,,,,,UA1246940-036-6STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 6.5,,,,,,UA1246940-036-6.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7,,,,,,UA1246940-036-7STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1246940-036-7.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246940-036-8STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246940-036-8.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246940-036-9STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246940-036-9.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246940-036-10STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246940-036-10.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246940-036-11STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246940-036-11.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246940-036-12STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1246940-036-12.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246940-036-13STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1246940-036-13.5STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246940-036-14STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1246940-036-15STEEL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1246940-036-16STEEL,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Torch Basketball Shoes WHITE*,Under Armour,9082,9082,8718,The upper is engineered with UA ClutchFit Technology; a second skin of advantages that activates under pressure; locking you in with superior fit & feel.;UA ClutchFit technology wraps your foot with a lightweight “second skin” for powerful support & incredible feel;Synthetic leather upper with perforations for suprior ventilation ;Full-length ; foam turns cushioned landings into explosive takeoffs;Midfoot TPU shank helps prevent foot from twisting & rolling from side to side;OrthoLite sockliner cushions; fights odor & keeps you locked in;Full-length; one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Weight: 12.5 oz.;Imported,UA1246940-100WHITE,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Torch Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Torch Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246940-100_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246940-100_A,http://origin-d4.scene7.com/is/image/Underarmour/1246940-100_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-100_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-100_HEEL
SKU,[S]Size= US 4,,,,,,UA1246940-100-4WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 4.5,,,,,,UA1246940-100-4.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 5,,,,,,UA1246940-100-5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1246940-100-7.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246940-100-8WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246940-100-8.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246940-100-9WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246940-100-9.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246940-100-10WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246940-100-10.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246940-100-11WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246940-100-11.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246940-100-12WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1246940-100-12.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246940-100-13WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1246940-100-13.5WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246940-100-14WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1246940-100-15WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1246940-100-16WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 17,,,,,,UA1246940-100-17WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 18,,,,,,UA1246940-100-18WHITE,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Torch Basketball Shoes BLACK *,Under Armour,9082,9082,8718,The upper is engineered with UA ClutchFit Technology; a second skin of advantages that activates under pressure; locking you in with superior fit & feel.;UA ClutchFit technology wraps your foot with a lightweight “second skin” for powerful support & incredible feel;Synthetic leather upper with perforations for suprior ventilation ;Full-length ; foam turns cushioned landings into explosive takeoffs;Midfoot TPU shank helps prevent foot from twisting & rolling from side to side;OrthoLite sockliner cushions; fights odor & keeps you locked in;Full-length; one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Weight: 12.5 oz.;Imported,UA1246940-001BLACK ,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Torch Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Torch Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246940-001_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246940-001_A,http://origin-d4.scene7.com/is/image/Underarmour/1246940-001_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-001_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-001_HEEL
SKU,[S]Size= US 4,,,,,,UA1246940-001-4BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 4.5,,,,,,UA1246940-001-4.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 7.5,,,,,,UA1246940-001-7.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8,,,,,,UA1246940-001-8BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 8.5,,,,,,UA1246940-001-8.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246940-001-9BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9.5,,,,,,UA1246940-001-9.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246940-001-10BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246940-001-10.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246940-001-11BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246940-001-11.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246940-001-12BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12.5,,,,,,UA1246940-001-12.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246940-001-13BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13.5,,,,,,UA1246940-001-13.5BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246940-001-14BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 15,,,,,,UA1246940-001-15BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 16,,,,,,UA1246940-001-16BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 17,,,,,,UA1246940-001-17BLACK ,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 18,,,,,,UA1246940-001-18BLACK ,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Torch Basketball Shoes TEAM ROYAL*,Under Armour,9082,9082,8718,The upper is engineered with UA ClutchFit Technology; a second skin of advantages that activates under pressure; locking you in with superior fit & feel.;UA ClutchFit technology wraps your foot with a lightweight “second skin” for powerful support & incredible feel;Synthetic leather upper with perforations for suprior ventilation ;Full-length ; foam turns cushioned landings into explosive takeoffs;Midfoot TPU shank helps prevent foot from twisting & rolling from side to side;OrthoLite sockliner cushions; fights odor & keeps you locked in;Full-length; one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Weight: 12.5 oz.;Imported,UA1246940-400TEAM ROYAL,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Torch Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Torch Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246940-400_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246940-400_A,http://origin-d4.scene7.com/is/image/Underarmour/1246940-400_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-400_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-400_HEEL
SKU,[S]Size= US 4.5,,,,,,UA1246940-400-4.5TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 9,,,,,,UA1246940-400-9TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246940-400-10.5TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246940-400-11TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246940-400-11.5TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246940-400-12TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246940-400-13TEAM ROYAL,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Torch Basketball Shoes RED*,Under Armour,9082,9082,8718,The upper is engineered with UA ClutchFit Technology; a second skin of advantages that activates under pressure; locking you in with superior fit & feel.;UA ClutchFit technology wraps your foot with a lightweight “second skin” for powerful support & incredible feel;Synthetic leather upper with perforations for suprior ventilation ;Full-length ; foam turns cushioned landings into explosive takeoffs;Midfoot TPU shank helps prevent foot from twisting & rolling from side to side;OrthoLite sockliner cushions; fights odor & keeps you locked in;Full-length; one-piece rubber outsole with multi-directional traction pattern gives sure-footed lateral & linear movement;Weight: 12.5 oz.;Imported,UA1246940-600RED,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Torch Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Torch Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1246940-600_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1246940-600_A,http://origin-d4.scene7.com/is/image/Underarmour/1246940-600_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-600_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1246940-600_HEEL
SKU,[S]Size= US 9,,,,,,UA1246940-600-9RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10,,,,,,UA1246940-600-10RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 10.5,,,,,,UA1246940-600-10.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11,,,,,,UA1246940-600-11RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 11.5,,,,,,UA1246940-600-11.5RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 12,,,,,,UA1246940-600-12RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 13,,,,,,UA1246940-600-13RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 14,,,,,,UA1246940-600-14RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 17,,,,,,UA1246940-600-17RED,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 18,,,,,,UA1246940-600-18RED,,,,100,,,,,,,,,,,,,,,
Product,Men's UA Micro G Anatomix Spawn II Basketball Shoes WHITE*,Under Armour,10967,10967,10528,The layered system of fit works with the anatomy of your foot; putting more support where you need it & more freedom everywhere else.;Interwoven layers of flexgear work with the tendons; ligaments & muscles are in the foot for a truly anatomic design;Reinforcements in the forefoot; eyestays & heel provide added durability & structure;Exposed mesh areas for superior breathability;Light; low; full-length ; midsole; strategically cored out to save weight & allow for natural flexibility; foam cushions as well as any traditional; bulkier foam & also rebounds your heel-strike energy for a quick re-launch;TPU shank extends from the forefoot to the heel & wraps onto the lateral sidewall for to help prevent rolling;Molded ; sockliner cushions & keeps your foot locked in;Combination of textured rubber & herringbone traction pods deliver only whats needed where you need it;Imported,UA1248856-100WHITE,Shoes/Men's Shoes/Basketball Shoes; Team Sports/Basketball/Basketball Shoes,Men's UA Micro G Anatomix Spawn II Basketball Shoes,12-17 Working Days,100,N,-300,Buy Men's UA Micro G Anatomix Spawn II Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,4,5,http://origin-d4.scene7.com/is/image/Underarmour/1248856-100_DEFAULT,http://origin-d4.scene7.com/is/image/Underarmour/1248856-100_A,http://origin-d4.scene7.com/is/image/Underarmour/1248856-100_TOE,http://origin-d4.scene7.com/is/image/Underarmour/1248856-100_SOLE,http://origin-d4.scene7.com/is/image/Underarmour/1248856-100_HEEL
SKU,[S]Size= US 4,,,,,,UA1248856-100-4WHITE,,,,100,,,,,,,,,,,,,,,
SKU,[S]Size= US 4.5,,,,,,UA1248856-100-4.5WHITE,,,,100,,,,,,,,,,,,,,,
