imageurl,description,productname
/viewprodimage.php?modelid=4973,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=4973"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>PEAK *</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>The PEAK is the optimum choice for control players who want to develop their own style.</li><li><b> ONE STAR</b> bat with 1.7 mm Rubber </li><li>Magic 1.6 mm sponge.</li><li>5 Ply Blade with Concave handle</li><li>Speed : 30, Spin : 40, Control : 90.</li><li><b>I.T.T.F. Approved.</b>
</li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Bats"">
<input type=hidden name=modelid value=""4973"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>PEAK *</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>PEAK *</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>The PEAK is the optimum choice for control players who want to develop their own style.</li><li><b> ONE STAR</b> bat with 1.7 mm Rubber </li><li>Magic 1.6 mm sponge.</li><li>5 Ply Blade with Concave handle</li><li>Speed : 30, Spin : 40, Control : 90.</li><li><b>I.T.T.F. Approved.</b>
</li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",PEAK *
/viewprodimage.php?modelid=3010,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=3010"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>KONTRA</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>KONTRA is a quality recreational racket with excellent ball control characteristics.</li><li>It has a 1.7mm sponge and a concave grip.</li><li>Spin : 8/20, Speed: 8/20, Control: 20/20
</li></ul>

</td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Bats"">
<input type=hidden name=modelid value=""3010"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>KONTRA</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>KONTRA</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>KONTRA is a quality recreational racket with excellent ball control characteristics.</li><li>It has a 1.7mm sponge and a concave grip.</li><li>Spin : 8/20, Speed: 8/20, Control: 20/20
</li></ul>

</td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",KONTRA
/viewprodimage.php?modelid=3005,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=3005"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TORNADO</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>The TORNADO is designed for beginner player needing extra control.</li><li>5 Ply blade.</li><li>Red and Black reversed rubber with 1.5mm sponge.</li><li>Speed : 7,Spin : 8,Control : 20 
</li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Bats"">
<input type=hidden name=modelid value=""3005"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TORNADO</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TORNADO</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>The TORNADO is designed for beginner player needing extra control.</li><li>5 Ply blade.</li><li>Red and Black reversed rubber with 1.5mm sponge.</li><li>Speed : 7,Spin : 8,Control : 20 
</li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",TORNADO
/viewprodimage.php?modelid=4972,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=4972"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TOLEDO</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>Toledo is developed for the player who requires a high quality recreational bat with excellent ball control.</li><li><b>Hobby Bat</b> with 1.5 mm Rubber </li><li> 5 ply blade with straight (ST) handle.</li><li>Speed : 30, Spin : 20 Control : 100.</li><li><b>I.T.T.F. Approved.</b>
</li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Bats"">
<input type=hidden name=modelid value=""4972"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TOLEDO</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TOLEDO</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>Toledo is developed for the player who requires a high quality recreational bat with excellent ball control.</li><li><b>Hobby Bat</b> with 1.5 mm Rubber </li><li> 5 ply blade with straight (ST) handle.</li><li>Speed : 30, Spin : 20 Control : 100.</li><li><b>I.T.T.F. Approved.</b>
</li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",TOLEDO
/viewprodimage.php?modelid=4992,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=4992"" border=""0""><table><tr><td><a href=""javascript:showImage('modelid=4992')""><font face=""verdana"" size=""1"">View Large Image</font></a></td></tr></table></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>PREMIUM ROLLER</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>25mm Top Fibreboard, blue coated.</li><li><b>I.T.T.F. Approved.</b></li><li>
An excellent COMPETITION table,with roller trolley.</li><li>This table is very stable and functional.</li><li>The legs fold out automatically.</li><li>It has an extra high density top with excellent bounce.</li><li>Packaging in Double cartons.</li><li>Storage size:L=152.5cm, W=66.5cm, H=154cm.</li><li>For INDOOR use only. </li><li><b>MADE IN CHINA.</b></li></ul>
</td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Table"">
<input type=hidden name=modelid value=""4992"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><a href=""javascript:showImage('modelid=4992')""><font face=""verdana"" size=""1"">View Large Image</font></a></td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>PREMIUM ROLLER</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>PREMIUM ROLLER</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>25mm Top Fibreboard, blue coated.</li><li><b>I.T.T.F. Approved.</b></li><li>
An excellent COMPETITION table,with roller trolley.</li><li>This table is very stable and functional.</li><li>The legs fold out automatically.</li><li>It has an extra high density top with excellent bounce.</li><li>Packaging in Double cartons.</li><li>Storage size:L=152.5cm, W=66.5cm, H=154cm.</li><li>For INDOOR use only. </li><li><b>MADE IN CHINA.</b></li></ul>
</td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",PREMIUM ROLLER
/viewprodimage.php?modelid=4205,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=4205"" border=""0""><table><tr><td><a href=""javascript:showImage('modelid=4205')""><font face=""verdana"" size=""1"">View Large Image</font></a></td></tr></table></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TRIUMPH ROLLER</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>Fully assembled.</li><li>T.T.F.I. Approved.</li><li>
16mm Top Board, blue coated.</li><li>For INDOOR use only.
&gt;</li><li>Roller wheels for easy transportation. </li><li>
Packaging in Single carton.</li><li> 
Gross Weight : 73 Kgs.</li><li>30mm X 30mm Square legs.</li><li>8 x 50mm Wheels.</li><li>
Storage size : 2740x1525x760 mm.</li><li>
<b>MADE IN CHINA.</b>
</li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Table"">
<input type=hidden name=modelid value=""4205"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><a href=""javascript:showImage('modelid=4205')""><font face=""verdana"" size=""1"">View Large Image</font></a></td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TRIUMPH ROLLER</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>TRIUMPH ROLLER</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>Fully assembled.</li><li>T.T.F.I. Approved.</li><li>
16mm Top Board, blue coated.</li><li>For INDOOR use only.
&gt;</li><li>Roller wheels for easy transportation. </li><li>
Packaging in Single carton.</li><li> 
Gross Weight : 73 Kgs.</li><li>30mm X 30mm Square legs.</li><li>8 x 50mm Wheels.</li><li>
Storage size : 2740x1525x760 mm.</li><li>
<b>MADE IN CHINA.</b>
</li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",TRIUMPH ROLLER
/viewprodimage.php?modelid=5141,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5141"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>ROSEWOOD NCT V</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>Rosewood NCT 5 is designed for the modern attacking game. It is ideal for aggressive players who depend on fast racket speed with long trajectory to gain the upper hand. This 5-ply blade offers an exceptional balance of speed, weight, control and trajectory. 
</li><li>Speed : 113,Control : 63,  Veneer : 5, Elasticity : POWER</li></ul>

<p align=""center""><a> 
</a><a href=""Rosewood-ad.pdf"" target=""newwin""> Rosewood Technology</a></p>
<br>

<a href=""http://www.youtube.com/watch?v=5WiFDEuqrHs"" target=""_blank""><img src=""images/video.gif"" width=""170"" height=""42"" border=""0""></a></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Blades>>WRB"">
<input type=hidden name=modelid value=""5141"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>ROSEWOOD NCT V</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>ROSEWOOD NCT V</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>Rosewood NCT 5 is designed for the modern attacking game. It is ideal for aggressive players who depend on fast racket speed with long trajectory to gain the upper hand. This 5-ply blade offers an exceptional balance of speed, weight, control and trajectory. 
</li><li>Speed : 113,Control : 63,  Veneer : 5, Elasticity : POWER</li></ul>

<p align=""center""><a> 
</a><a href=""Rosewood-ad.pdf"" target=""newwin""> Rosewood Technology</a></p>
<br>

<a href=""http://www.youtube.com/watch?v=5WiFDEuqrHs"" target=""_blank""><img src=""images/video.gif"" width=""170"" height=""42"" border=""0""></a></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",ROSEWOOD NCT V
/viewprodimage.php?modelid=5142,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5142"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CARBO CRYSTAL CC7</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
Crystal Carbo blades are developed in close cooperation with Liu Guoliang, Xu Xin and other members of the Chinese National Team. Both the CC5 and CC7 have carbon layers inside, along with STIGA’s famous NCT and Crystal treatment on the surface.

CC7 blade is a more powerful blade than the CC5. It is recommended for highly skilled attackers with excellent technique. The blade is outstanding when you are playing back off the table and getting into topspin rallies. With this blade you can feel the long trajectory in your topspin strokes and gain control over the game. If you like to play topspin against topspin, then this is the blade for you.
<br>
<ul> 
<a href=""CC-advert_600.png"" target=""newwin""> Crystal Carbo 7</a>
<br>
<a href=""Crystal%20%20Technology.jpg"" target=""newwin"">Crystal Technology</a>
<br>
</ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Blades>>WRB"">
<input type=hidden name=modelid value=""5142"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CARBO CRYSTAL CC7</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CARBO CRYSTAL CC7</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
Crystal Carbo blades are developed in close cooperation with Liu Guoliang, Xu Xin and other members of the Chinese National Team. Both the CC5 and CC7 have carbon layers inside, along with STIGA’s famous NCT and Crystal treatment on the surface.

CC7 blade is a more powerful blade than the CC5. It is recommended for highly skilled attackers with excellent technique. The blade is outstanding when you are playing back off the table and getting into topspin rallies. With this blade you can feel the long trajectory in your topspin strokes and gain control over the game. If you like to play topspin against topspin, then this is the blade for you.
<br>
<ul> 
<a href=""CC-advert_600.png"" target=""newwin""> Crystal Carbo 7</a>
<br>
<a href=""Crystal%20%20Technology.jpg"" target=""newwin"">Crystal Technology</a>
<br>
</ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CARBO CRYSTAL CC7
/viewprodimage.php?modelid=5167,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5167"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>HYBRIDWOOD NCT</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>A dynamic and powerful 9-ply blade with the patent pending NCT from STIGA, designed for the modern attacking game. Even with a blade that is very fast you will feel a tremendous control and feel during your game.help you hit the ball harder and increases the life of the blade.</li><li>Speed : 129,Control : 63,  Veneer : 9, Elasticity : STIFF</li></ul>

<p align=""center""><a> 
</a><a href=""Rosewood.pdf"" target=""newwin""> Hybridwood Technology</a></p>
<br>

</td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Blades>>WRB"">
<input type=hidden name=modelid value=""5167"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>HYBRIDWOOD NCT</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>HYBRIDWOOD NCT</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>A dynamic and powerful 9-ply blade with the patent pending NCT from STIGA, designed for the modern attacking game. Even with a blade that is very fast you will feel a tremendous control and feel during your game.help you hit the ball harder and increases the life of the blade.</li><li>Speed : 129,Control : 63,  Veneer : 9, Elasticity : STIFF</li></ul>

<p align=""center""><a> 
</a><a href=""Rosewood.pdf"" target=""newwin""> Hybridwood Technology</a></p>
<br>

</td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",HYBRIDWOOD NCT
/viewprodimage.php?modelid=5281,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5281"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>INFINITY VPS V</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br>
<ul><li>DIAMOND TOUCH(OFF)</li><li>Veneer Precision System (VPS)
</li><li>The Diamond Touch technology gives the outer veneers extra hardness and the surface an incredibly smooth finish and combined with the VPS technology the result is an offensive lightweight blade with outstanding solid touch and feeling.
</li><li> Offensive play.</li><li>Speed : 100 Control : 70.Veneer : 5 Elasticity : NEARLY STIFF.</li></ul>
<ul> 
<a href=""STIGA%20a4%20competition1.pdf"" target=""newwin""> STIGA AD</a>
<br>
<a href=""carbo_oversize1.jpg"" target=""newwin""> Carbo Technology</a>
<br></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""STIGA>>Blades>>WRB"">
<input type=hidden name=modelid value=""5281"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>INFINITY VPS V</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>INFINITY VPS V</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br>
<ul><li>DIAMOND TOUCH(OFF)</li><li>Veneer Precision System (VPS)
</li><li>The Diamond Touch technology gives the outer veneers extra hardness and the surface an incredibly smooth finish and combined with the VPS technology the result is an offensive lightweight blade with outstanding solid touch and feeling.
</li><li> Offensive play.</li><li>Speed : 100 Control : 70.Veneer : 5 Elasticity : NEARLY STIFF.</li></ul>
<ul> 
<a href=""STIGA%20a4%20competition1.pdf"" target=""newwin""> STIGA AD</a>
<br>
<a href=""carbo_oversize1.jpg"" target=""newwin""> Carbo Technology</a>
<br></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",INFINITY VPS V
