Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image File - 1
Product,,Quantum,Nelco Sports,1070,1070,1070,"

",N2008KW10NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow,Quantum,15-23 Working days,100,N,-150,Get your hands on the Quantum. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Quantum Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Quantum Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386147180_QUANTUM.jpg
Rule,,[S]Size=- mens,,[FIXED]1290,[FIXED]1290,[FIXED]1290,,N2008KW10,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=- Mens(No.6),,[FIXED]1190,[FIXED]1190,[FIXED]1190,,N2008KW65,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=- Mens(No.5),,[FIXED]1070,[FIXED]1070,[FIXED]1070,,N2008KW54,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=- Mens(No.4),,[FIXED]1070,[FIXED]1070,[FIXED]1070,,N2008KW44,NELCOSPORTS,,,,100,,,,,,,,,
Product,, Blizzard Power,Nelco Sports,1810,1810,1810,"

",N2008KW5NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow, Blizzard Power,15-23 Working days,100,N,-150,Get your hands on the  Blizzard Power. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the  Blizzard Power Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy  Blizzard Power Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386145002_BLIZZARD POWER.jpg
Product,,Quantum Super,Nelco Sports,1170,1170,1170,"


",N2008KW9NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow,Quantum Super,15-23 Working days,100,N,-150,Get your hands on the Quantum Super. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Quantum Super Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Quantum Super Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386147148_QUANTUM SUPER.jpg
Rule,,[S]Size=- Mens,,[FIXED]1360,[FIXED]1360,[FIXED]1360,,N2008KW9,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=- Mens(No.6),,[FIXED]1310,[FIXED]1310,[FIXED]1310,,N2008KW64,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=- Mens(No.5),,[FIXED]1170,[FIXED]1170,[FIXED]1170,,N2008KW53,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=- Mens(No.4),,[FIXED]1170,[FIXED]1170,[FIXED]1170,,N2008KW43,NELCOSPORTS,,,,100,,,,,,,,,
Product,,Warrior T-20,Nelco Sports,1925,1925,1925,"

",N2008KW4NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow,Warrior T-20,15-23 Working days,100,N,-150,Get your hands on the Warrior T-20. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Warrior T-20 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Warrior T-20 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386144950_WARRIOR T-20.jpg
Product,,Warrior (KW),Nelco Sports,2050,2050,2050,"
",N2008KW3NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow,Warrior (KW),15-23 Working days,100,N,-150,Get your hands on the Warrior (KW). Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Warrior (KW) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Warrior (KW) Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386144755_WARRIOR KW.jpg
Product,,Tournament,Nelco Sports,660,660,660,"

",N2008BA3NELPRD,NELCOSPORTS,Cricket Balls,Tournament,15-23 Working days,100,N,-150,Get your hands on the Tournament. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Tournament Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Tournament Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386237619_t-ball.jpg
Product,,Spitfire Plus,Nelco Sports,2410,2410,2410,"








",N2008KW1NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow,Spitfire Plus,15-23 Working days,100,N,-150,Get your hands on the Spitfire Plus. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Spitfire Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Spitfire Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1384510916_SPITFIRE PLUS.jpg
Product,,Test Gold Red,Nelco Sports,850,850,850,"

",N2008BA2NELPRD,NELCOSPORTS,Cricket Balls,Test Gold Red,15-23 Working days,100,N,-150,Get your hands on the Test Gold Red. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Test Gold Red Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Test Gold Red Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1386237419_tr.jpg
Product,,Viper Plus,Nelco Sports,1410,1410,1410,"

",N2008KW2NELPRD,NELCOSPORTS,Cricket Bats Kashmir Willow,Viper Plus,15-23 Working days,100,N,-150,Get your hands on the Viper Plus. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy the Viper Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Viper Plus Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,http://www.nelcosport.com/Admin_Shop/mm_bigger/1384511343_VIPER PLUS.jpg
Rule,,[S]Size=Mens-,,[FIXED]2210,[FIXED]2210,[FIXED]2210,,N2008KW2,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=Junior-Size Viper Plus No.6 ,,[FIXED]1740,[FIXED]1740,[FIXED]1740,,N2008KW61,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=Junior-Size Viper Plus (No.5),,[FIXED]1410,[FIXED]1410,[FIXED]1410,,N2008KW51,NELCOSPORTS,,,,100,,,,,,,,,
Rule,,[S]Size=Junior-Size Viper Plus (No.4),,[FIXED]1410,[FIXED]1410,[FIXED]1410,,N2008KW41,NELCOSPORTS,,,,100,,,,,,,,,
