Category,SKU,Description,Review,SP,,SubCategory,productname,Size,,,imgurl1,imgurl2,imgurl3,imgurl4,imgurl5,imgurl6,imgurl7,imgurl8,imgurl9
Yonex ArcSaber,[ARC-9FL],"

    
        
            
            Specifications:
            
            
            Yonex® ArcSaber 9FL SP/IP
            
        
        
            
            Stiffness
            
            
            Mid Flex
            
        
        
            
            Frame Shape
            
            
            Isometric
            New Built-in T-Joint Technology
            
        
        
            
            Frame
            
            
            HM Graphite
            CS Carbon Nanotube Tecnhology
            
        
        
            
            Shaft
            
            
            HM Graphite
            Control Support Cap
            
        
        
            
            Weight
            
            
            3U / 4U
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG5
            4UG4
            
        
        
            
            Recommended String Tension 
            
            
            Main 20-24lbs
            
        
        
            
            Cross 22-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,13987.2,,,Yonex ArcSaber 9FL SP/IP,,,,http://www.mybadmintonstore.com/shop/images/YonexARC9FLFullSpec.jpg,,,,,,,,
Strings,[SP Version],"

    
        
            
            Specifications:
            
            
            Yonex Nanogy NBG-95 Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            50 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Carbon Nanofiber String
            0.69mm / 22 gauge
            
        
    

",,27342,,,Yonex Nanogy NBG-95 SP (box of 50),,,,,,,,,,,,
Strings,[SP Version],"

    
        
            
            Specifications:
            
            
            Yonex Nanogy NBG-98 SP Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            50 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Carbon Nanofiber String
            0.66mm / 22 gauge
            
        
    

",,28830,,,Yonex Nanogy NBG-98 SP (box of 50),,,,,,,,,,,,
Racket Grips,[MGX],"

    
        
            
            Specifications:
            
            
            MBS® Over Grip (MGX)
            
        
        
            
            Size
            
            
            28mm Wide / 1mm Thick
            
        
        
            
            Minimum Order Quantity
            
            
            60 pcs (1 box)
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            100% Polyurethane
            
        
    

",,4612.8,,,MBS Over Grip MGX (box of 60),,,,,,,,,,,,
Strings,[SN-6470 Hybrid],"

    
        
            
            Specifications:
            
            
            Toalson® SN-6470
            
        
        
            
            Packing
            
            
            10.50m bag
            
        
        
            
            Minimum Order Quantity
            
            
            1 bag (No MOQ)
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 64 &amp; 70 Synthetic String
            Main 0.70mm / Length 5.5m
            Cross 0.64mm / Length 5.0m
            
        
    

,,",,431.52,,,Toalson Synchro SN-6470 Hybrid (each),,,,,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/ToalsonSN6470R.jpg,http://www.mybadmintonstore.com/shop/images/ToalsonSN6470b.jpg,,,,http://www.mybadmintonstore.com/shop/images/ToalsonSN6470a.jpg
Stencil Kit,[AC020],"

    
        
            
            Specifications:
            
            
            Victor® Stencil Card AC020
            
        
        
            
            Material
            
            
            PVC Plastic (Flexible)
            
        
        
            
            MOQ
            
            
            One piece
            
        
        
            
            Application
            
            
            Painting logo on badminton racket string bed
            
        
        
            
             
            
            
             
            
        
    

",,591.48,,,Victor Badminton Stencil Card AC020,,,,,,,,,,,,
Racket Grips,[GMV],"

    
        
            
            Specifications:
            
            
            Hi-Qua® Super Grip GMV
            
        
        
            
            Size
            
            
            29mm Wide / 1.2mm Thick
            
        
        
            
            Minimum Order Quantity
            
            
            1 (No MOQ)
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            100% Polyurethane
            Perforated surface for anti-slip and maximum gripping
            
        
    

",,334.8,,,HQ Super Grip GMV (each),,,,,,,,,,,,
Strings,[Yonex BG-65 SP],"

    
        
            
            Specifications:
            
            
            Yonex® BG-65 Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            50 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 65 Synthetic String
            0.70mm / 22 gauge
            
        
    

",,31917.6,,,Yonex BG-65 SP (box of 100),,,,,,,,,,,,
Strings,[BS910],"

    
        
            
            Specifications:
            
            
            Gosen NanoMicro BS910 Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Nylon Fiber String with Nano-fullerene Blended Coating
            0.66mm / 22 gauge
            Resilience
            
        
    

",,4278,,,Gosen NanoMicro (box of 10),,,,,,,http://www.mybadmintonstore.com/shop/images/GosenNanoMicroR.jpg,,,,,
Strings,[NBG-99 CH],,,15847.2,,,Yonex Nanogy NBG-99 CH (box of 30),,,,,,,http://www.mybadmintonstore.com/shop/images/YYNBG99CH.jpg,,,,,
Sports Bags,,,,2228.28,,,Clear-Plastic (Full-Length) Racket Bag (50 pcs),,,,,,,,,,,,
Shoes,[SHB-01YLTD],"

    
        
            
            Specifications:
            
            
            Yonex® Power Cushion 01 LIMITED Badminton Shoes
            
        
        
            
            Material
            
            
            PU Leather / Double-Russell Mesh
            
        
        
            
            Sole
            
            
            S-Layer Power Cushion
            Synchro-Fit Insole
            ToughBrid Light Midsole
            PU Gum (Non-marking) Outersole
            Power Graphite Sheet
            
        
        
            
            Sizes
            
            
            23 - 30cm (subject to availability)
            
        
        
            
            Color
            
            
            Purple / Green
            
        
    

",,18228,,,Yonex SHB-01YLTD (PURPLE) (two pairs),,,,,,,http://www.mybadmintonstore.com/shop/images/YonexSHB-01YLTDPURPLEa.jpg,,,,,
Yonex NanoRay,[NR-ZSP SP/IP],"

    
        
            
            Specifications:
            
            
            Yonex® NanoRay Z-Speed SP/IP
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Wide Isometric / New Built-in T-Joint
            
        
        
            
            Frame
            
            
            High Repulsion Nanopreme
            EX-HM Graphite + Sonic Metal
            
        
        
            
            Shaft
            
            
            HM Graphite + X-Fullerene
            
        
        
            
            Weight
            
            
            2U / 3U
            (2U subject to stock availability)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            2UG5 (subject to stock availability)
            3UG4, 3UG5
            
        
        
            
            Recommended String Tension 
            
            
            Main 20-26 lbs
            
        
        
            
            Cross 22-28 lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm (Head Balance)
            
        
    

",,15252,,,Yonex NanoRay Z-Speed SP/IP,,,,http://www.mybadmintonstore.com/shop/images/YonexNRZSPosterR75.jpg,,,,,,,,
Strings,[CH Version],"

    
        
            
            Specifications:
            
            
            Yonex Nanogy NBG-98 CH Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Carbon Nanofiber String
            0.66mm / 22 gauge
            
        
    

",,5505.6,,,Yonex Nanogy NBG-98 CH (box of 10),,,,,,,,,,,,
Feather,[HQ RED],"

    
        
            
            Specifications:
            
            
            Hi-Qua® Shuttlecock RED
            
        
        
            
            Grade
            
            
            International Tournament
            
        
        
            
            Material
            
            
            Supreme Grade White Goose Feather
            
        
        
            
            Packing
            
            
            12 Shuttles / Tube, 50 Tubes / Carton
            Aluminium Foil Inlay For Humidity Retention
            
        
        
            
            Endorsement
            
             
        
        
            
            MOQ
            
            
            10 Tubes
            
        
    

",,18525.6,,,Hi-Qua RED (10 tubes),,,,,,,,,,,,
Feather,[301557],"

    
        
            
            Specifications:
            
            
            Forza® Shuttlecock S-3000
            
        
        
            
            Grade
            
            
            Club Games &amp; Training
            
        
        
            
            Material
            
            
            First Grade White Duck Feather
            
        
        
            
            Packing
            
            
            12 Shuttles / Tube, 50 Tubes / Carton
            Aluminium Foil Inlay For Humidity Retention
            
        
        
            
            Endorsement
            
            
            N/A
            
        
        
            
            MOQ
            
            
            6 Tubes
            
        
    

",,7812,,,Forza S-3000 (6 tubes),,,,,,,,,,,,
Yonex NanoRay,[NR800],"

    
        
            
            Specifications:
            
            
            Yonex® NanoRay 800 SP/IP
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric / New Built-in T-Joint
            
        
        
            
            Frame
            
            
            HM Graphite + Sonic Metal
            
        
        
            
            Shaft
            
            
            HM Graphite + X-Fullerene
            
        
        
            
            Weight
            
            
            3U, 4U
            (subject to stock availability)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG4, 3UG5
            4UG4, 4UG5
            
        
        
            
            Recommended String Tension 
            
            
            Main 19-23lbs
            
        
        
            
            Cross 21-25lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,27900,,,Yonex NanoRay 800 SP/IP (one pair),,,,,,,,,,,,
Strings,[NS-660Ti],"

    
        
            
            Specifications:
            
            
            Victor® NS-660Ti
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            1 bag (No MOQ)
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 66 Titanium Synthetic Multifilament String
            0.66mm / 22 gauge
            
        
    

",,472.44,,,Victor NS-660Ti (each),,,,http://www.mybadmintonstore.com/shop/images/VictorNS660new.jpg,,,http://www.mybadmintonstore.com/shop/images/VictorNS660new.jpg,,,,,
Strings,"[NBG-95-2 Export],US$127.00,Special Ends 0000-00-00 00:00:00","

    
        
            
            Specifications:
            
            
            Yonex® NBG-95-2
            Export Packing
            
        
        
            
            Packing
            
            
            200m Reel
            
        
        
            
            Minimum Order Quantity
            
            
            1 Reel (No MOQ)
            
        
        
            
            Available Color
            
            
            See option below
            (subject to stock availability)
            
        
        
            
            Material
            
            
            Micron 95 Synthetic String
            0.69mm / 22 gauge
            
        
    

",,#VALUE!,,,Yonex Nanogy NBG-95 EX (200m) (each),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YYNBG95200.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YYNBG95200.jpg,,,,,
Grommets,,"

    
        
            
            Specifications:
            
            
            MBS® Badminton Racket Grommets
            
        
        
            
            Types &amp; Measurements
            
            
            Type A - Ø 2.1 x L 7.9 mm
            Type B -  Ø 2.6 x L 6.0 mm
            Type C -  Ø 2.6 x L 7.9 mm
            Type E -  Ø 2.7 x L 7.0 mm
            Type F -  Ø 2.7 x L 8.3 mm
            
            Type I -  Ø 2.1 x L 14.7 mm
            
        
        
            
            Minimum Order Quantity
            
            
            1 Pack of approximately 600pcs per Type
            
        
        
            
            Color
            
            
            Black
            
        
        
            
            Material
            
            
            Plastic
            
        
    

",,1004.4,,,MBS Generic Grommets (approx. 600 pieces),,,,,,,,,,,,
Clamps,[AC607],"

    
        
            
            Specifications:
            
            
            Yonex Flying Clamp AC607
            
        
        
            
            Type
            
            
            5 Teeth Clamp
            
        
        
            
            Component
            
            
            Single Coil Spring
            
        
        
            
            Application
            
            
            Stringing of Badminton Rackets
            
        
        
            
            Material
            
            
            100% Light-weight Aluminium with Plastic Handle
            
        
    

",,5580,,,Yonex 5-Tooth Flying Clamp (one pair),,,,,,,,,,,,
Socks,[1865],"

    
        
            
            Specifications:
            
            
            Yonex Mens Socks SSB1-1865
            
        
        
            
            Material
            
            
            Thick Cotton / Spandex / Nylon
            
        
        
            
            Size
            
            
            Stretch to fit 25-28cm feet
            
        
    

",,517.08,,,Yonex Men Socks SSB1-1865MI,,,,,,,,,,,,
Strings,[NBG-98 JP],"

    
        
            
            Specifications:
            
            
            Yonex Nanogy NBG-98 JP Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Carbon Nanofiber String
            0.66mm / 22 gauge
            
        
    

",,7663.2,,,Yonex Nanogy NBG-98 JP (box of 10),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/NBG98JP25.jpg,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YonexNBG98NewColor25.jpg,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YonexNBG98Pink25.jpg,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/NBG98JP25.jpg,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YonexNBG98NewColor25.jpg,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YonexNBG98Pink25.jpg,,,
Strings,[BG-80P SP],,,5877.6,,,Yonex BG-80 Power SP (box of 10),,,,,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YYBG80PowerSP.jpg,,,,,
Strings,"[NBG-95-2 Export],US$249.00,Special Ends 0000-00-00 00:00:00","

    
        
            
            Specifications:
            
            
            Yonex® NBG-95-2
            Export Packing
            
        
        
            
            Packing
            
            
            200m Reel
            
        
        
            
            Minimum Order Quantity
            
            
            2 Reels
            
        
        
            
            Available Color
            
            
            See option below
            (subject to stock availability)
            
        
        
            
            Material
            
            
            Micron 95 Synthetic String
            0.69mm / 22 gauge
            
        
    

",,#VALUE!,,,Yonex Nanogy NBG-95 EX (200m) (two reels),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/YYNBG95200.jpg,,,,,,,,
Yonex Voltric,[VT-ZF2 JP],"

    
        
            
            Specifications:
            
            
            Yonex® Voltric Z-Force II JP
            
        
        
            
            Stiffness
            
            
            Extra Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            New Built-in T-Joint Technology
            
        
        
            
            Frame
            
            
            HM Graphite, Tri-Voltage System
            Sound Filter
            Nanometric Tungsten
            
        
        
            
            Shaft
            
            
            EX-HMGraphite Nanometric
            Extra Slim Shaft
            
        
        
            
            Weight
            
            
            3U (85-89g)
            4U (80-84g)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG4, 3UG5
            4UG4, 4UG5
            
        
        
            
            Recommended String Tension 
            
            
            3U: 20-28lbs
            
        
        
            
            4U: 19-27lbs
            
        
        
            
            Balance Point from Grip End
            
            
            295-305mm (Head Heavy)
            
        
    

",,35340,,,Yonex Voltric Z-Force II JP (one pair),,,,http://www.mybadmintonstore.com/shop/images/YonexVTZFII1.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZFII2.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZFII3.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZFII1.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZFII2.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZFII3.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZFII4.jpg,http://www.mybadmintonstore.com/shop/images/YonexVTZF2JPSpec.jpg,
Feather,,"

    
        
            
            Specifications:
            
            
            MBS® DIMANS Training Shuttlecocks
            
        
        
            
            Grade
            
            
            Practice &amp; General Purpose
            
        
        
            
            Material
            
            
            Standard Grade White Duck Feather
            
        
        
            
            Packing
            
            
            12 Shuttles / Tube, 50 Tubes / Carton
            
        
        
            
            Endorsement
            
            
            N/A
            
        
        
            
            MOQ
            
            
            50 Tubes
            
        
    

",,22320,,,MBS DIMANS (50 tubes),,,,,,,,,,,,
Yonex NanoSpeed,[NS-9900 SP],"

    
        
            
            Specifications:
            
            
            Yonex® NanoSpeed 9900 SP/IP
            
        
        
            
            Stiffness
            
            
            Extra Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric / New Built-in T-Joint
            
        
        
            
            Frame
            
            
            Hi-Mod Graphite + X-Fullerene
            
        
        
            
            Shaft
            
            
            Hi-Mod Graphite + Fullerene
            
        
        
            
            Weight
            
            
            3U
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            G4 / G5 (subject to stock availability)
            
        
        
            
            Recommended String Tension 
            
            
            Main 17-22lbs (7.5-10kg)
            
        
        
            
            Cross 19-24lbs (8.5-11kg)
            
        
        
            
            Balance Point from Grip End
            
            
            280-290mm
            
        
    

",,26412,,,Yonex NanoSpeed 9900 SP/IP (one pair),,,,,,,,,,,,
Yonex ArcSaber,[ARC-ZS JP],"

    
        
            
            Specifications:
            
            
            Yonex® ArcSaber Z-Slash JP
            
        
        
            
            Stiffness
            
            
            Stiff 
            
        
        
            
            Frame Shape
            
            
            Semi-isometric
            
        
        
            
            Frame
            
            
            Nano Carbon + CS Carbon Nanotube
            New Compact Frame Structure
            Reduces air resistance by 29%
            
        
        
            
            Shaft
            
            
            Ultra PEF + Super HM Graphite
            Super Slim Long Shaft
            New Octagonal CS Cap with Rubber Ring
            
        
        
            
            Weight
            
            
            3U (2U by special request)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            G4 / G5 (subject to availability)
            
        
        
            
            Recommended String Tension 
            
            
            Main 20-22lbs
            
        
        
            
            Cross 22-24lbs
            
        
        
            
            Balance Point from Grip End
            
            
            290-300mm (head balance)
            
        
    

",,35340,,,Yonex ArcSaber Z-Slash JP (one pair),,,,,,,,,,,,
Strings,[ST516701],"

    
        
            
            Specifications:
            
            
            adidas® Power Tour 66
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            1 bag
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            0.67mm Hi-Polymer Nylon
            Durability - 7
            Control - 9
            Sound - 10
            Power - 9
            Made in Japan
            
        
    

",,558,,,adidas Power Tour 66 (each),,,,http://www.mybadmintonstore.com/shop/images/adiPowerTour66_R40.jpg,,,http://www.mybadmintonstore.com/shop/images/adiPowerTour66_R40.jpg,,,,,
Yonex Armortec,[AT-900T],"

    
        
            
            Specifications:
            
            
            Yonex Armortec 900 Technique SP/IP
            
        
        
            
            Stiffness
            
            
            Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric / Built-in T-Joint
            New Power Armor Technology
            
        
        
            
            Frame
            
            
            UHM Graphite + MicroTi + ElasticTi 
            
        
        
            
            Shaft
            
            
            HM Graphite + ElasticTi
            
        
        
            
            Weight
            
            
            3U (85-89g)
            
        
        
            
            Total Length (frame tip ï¿½ handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG4, 3UG5
            
        
        
            
            Recommended String Tension 
            
            
            Main 18-22lbs (8-10kg)
            
        
        
            
            Cross 20-24lbs (9-11kg)
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,25965.6,,,Yonex Armortec 900 Technique SP/IP (one pair),,,,,,,,,,,,
Racket Grips,[GR210300],"

    
        
            
            Specifications:
            
            
            adidas® Performance Team
            Over Grip (For Comfort)
            
        
        
            
            Size
            
            
            25mm Wide / 0.6mm Thick
            
        
        
            
            Packaging
            
            
            10 pcs
            
        
        
            
            Available Color
            
            
            Mixed Colors
            
        
        
            
            Material
            
            
            100% PU Rubber
            
        
    

",,1302,,,adidas Performance Team (OG) (box of 10),,,,,,,,,,,,
Strings,[A-696 (0.66)],"

    
        
            
            Specifications:
            
            
            Hi-Qua® A-696 Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 66 Synthetic String
            0.66mm / 22 gauge
            
        
    

",,2380.8,,,HQ A-696 (10m Neutral Pack) (box of 10),,,,,,,,,,,,
Yonex Voltric,[VT-ZF SP],"

    
        
            
            Specifications:
            
            
            Yonex® Voltric Z-Force SP
            
        
        
            
            Stiffness
            
            
            Extra Stiff
            
        
        
            
            Frame Shape
            
            
            Isometric
            New Built-in T-Joint Technology
            
        
        
            
            Frame
            
            
            HM Graphite, Tri-Voltage System
            Sound Filter
            Tangsten
            
        
        
            
            Shaft
            
            
            EX-HMGraphite + Ultra PEF
            NanoPreme Technology
            
        
        
            
            Weight
            
            
            3U / 4U (subject to stock availability)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            674mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG4, 3UG5
            4UG4, 4UG5
            
        
        
            
            Recommended String Tension 
            
            
            3U: 20-27lbs
            
        
        
            
            4U: 19-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            295-305mm
            
        
    

",,27900,,,Yonex Voltric Z-Force SP (one pair),,,,http://www.mybadmintonstore.com/shop/images/VTZF_LCW.jpg,http://www.mybadmintonstore.com/shop/images/vtzfimg_01.gif,,http://www.mybadmintonstore.com/shop/images/VTZF_LCW.jpg,http://www.mybadmintonstore.com/shop/images/vtzfimg_01.gif,,,,
Racket Grips,[MG25C],"

    
        
            
            Specifications:
            
            
            MBS Pro-Cushion Replacement Grip
            
        
        
            
            Size
            
            
            25mm Wide / 0.90mm Thick
            1000mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            1 pcs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber / Anti-Slip Surface
            Adhesive Backing
            
        
    

",,334.8,,,MBS Pro-Cushion Replacement Grip (each),,,,,,,,,,,,
Strings,[NS-880ZTi],"

    
        
            
            Specifications:
            
            
            Victor® NS-880ZTi
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Micron 68 Nano-Titanium Synthetic Multifilament String
            0.68mm / 22 gauge
            
        
    

",,4650,,,Victor NS-880ZTi (box of 10),,,,http://www.mybadmintonstore.com/shop/images/VictorNS880colours.jpg,,,http://www.mybadmintonstore.com/shop/images/VictorNS880colours.jpg,,,,,
Grommets,,"

    
        
            
            Specifications:
            
            
            MBS® Badminton Racket Grommets
            
        
        
            
            Types &amp; Measurements
            
            
            Type L  -  Ø 2.6 x L 9.7 mm
            
        
        
            
            Minimum Order Quantity
            
            
            Pack of approximately 100pcs per Color
            
        
        
            
            Color
            
            
            See options below
            
        
        
            
            Material
            
            
            Plastic
            
        
    

",,368.28,,,MBS Color Grommets L (approx. 100 pieces),,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/MBSColorGrommetsKL%20copy.jpg,,,http://www.mybadmintonstore.comhttp://www.mybadmintonstore.com/shop/images/MBSColorGrommetsKL%20copy.jpg,,,,,
Yonex NanoRay,[NR750 SP/IP],"

    
        
            
            Specifications:
            
            
            Yonex® NanoRay 750 SP/IP
            
        
        
            
            Stiffness
            
            
            Mid Flex
            
        
        
            
            Frame Shape
            
            
            Isometric / New Built-in T-Joint
            
        
        
            
            Frame
            
            
            HM Graphite + Sonic Metal
            
        
        
            
            Shaft
            
            
            HM Graphite + X-Fullerene
            
        
        
            
            Weight
            
            
            3U, 4U
            (subject to stock availability)
            
        
        
            
            Total Length (frame tip – handle end)
            
            
            675mm (26.5 inches)
            
        
        
            
            Grip Size
            
            
            3UG5
            4UG5
            
        
        
            
            Recommended String Tension 
            
            
            Main 19-24lbs
            
        
        
            
            Cross 21-26lbs
            
        
        
            
            Balance Point from Grip End
            
            
            285-295mm
            
        
    

",,26858.4,,,Yonex NanoRay 750 SP/IP (one pair),,,,http://www.mybadmintonstore.com/shop/images/YYNR750_JP.jpg,,,,,,,,
Strings,[BS323],"

    
        
            
            Specifications:
            
            
            Gosen® PRO 66
            Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            5 bags
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            BS323 Synthetic String
            0.66mm / 22 gauge
            
        
    

",,1856.28,,,Gosen PRO 66 (box of 5),,,,,,,,,,,,
Racket Grips,[AC15L],"




Specifications:

Gosen® Ribbed Over Grip AC15L


Size

30mm Wide / 0.50mm Thick
1050mm Long


Minimum Order Quantity

5 pcs


Available Color

See option below
Subject to stock availability


Material

PU Fiber / Double Rib Backing",,2046,,,Gosen Double-Rib Grip AC15L (pack of 5),,,,,,,,,,,,
Socks,[19036],"

    
        
            
            Specifications:
            
            
            Yonex Mens Socks SSB-19036
            
        
        
            
            Material
            
            
            Thick Cotton / Spandex / Nylon
            
        
        
            
            Size
            
            
            Stretch to fit 25-28cm feet
            
        
    

",,4836,,,Yonex Men Socks SSB-19036 (Ankle) (10 pairs),,,,,,,,,,,,
Strings,[0.70mm],"

    
        
            
            Specifications:
            
            
            Ashaway Zymax 70
            Badminton String
            
        
        
            
            Packing
            
            
            10m bag
            Cut-length (No-label)
            
        
        
            
            Minimum Order Quantity
            
            
            1 bag
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            Microfilament String
            0.70mm
            
        
    

,,",,401.76,,,Ashaway Zymax 70 (Neutral Pack) (each),,,,,,,,,,,,http://www.mybadmintonstore.com/shop/images/AshawayZymax70NeutralR.jpg
Strings,[BS180],"

    
        
            
            Specifications:
            
            
            Gosen Multilade R4X Inspire
            
        
        
            
            Packing
            
            
            10m bag
            
        
        
            
            Minimum Order Quantity
            
            
            10 Packs
            
        
        
            
            Available Color
            
            
            See option below
            
        
        
            
            Material
            
            
            BS180 Quattro-Fiber String
            0.69mm Super Durability
            
        
    

",,4612.8,,,Gosen MultiLade R4X Inspire (box of 10),,,,,,,,,,,,
Racket Grips,[AC133EX],"

    
        
            
            Specifications:
            
            
            Yonex® Strong Grap AC133EX
            
        
        
            
            Size
            
            
            25mm Wide / 0.65mm Thick
            1200 Long
            
        
        
            
            Minimum Order Quantity
            
            
            1 pcs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber
            
        
    

",,442.68,,,Yonex Strong Grap AC133EX (each),,,,,,,,,,,,
Racket Grips,[JP Original],"

    
        
            
            Specifications:
            
            
            Kimony® Neo-Dry Grip KGT144
            
        
        
            
            Size
            
            
            29mm Wide / 1.00mm Thick
            1050mm Long
            
        
        
            
            Minimum Order Quantity
            
            
            5 pcs
            
        
        
            
            Available Color
            
            
            See option below
            Subject to stock availability
            
        
        
            
            Material
            
            
            PU Fiber with absorbent material
            Foam Cushion Backing
            
        
    

",,1860,,,Kimony Neo-Dry Cushion Grip KGT144 (pack of 5),,,,http://www.mybadmintonstore.com/shop/images/Kimony-KGT144R.jpg,,,http://www.mybadmintonstore.com/shop/images/Kimony-KGT144R.jpg,,,,,
