Item Type,Category,Free Shipping,Brand Name,Bin Picking Number,Product Availability,Product Image Sort - 7,Product Image Sort - 6,Product Image Sort - 5,Product Code/SKU,Option Set,Product Image Sort - 2,Product Image Sort - 1,Product Image Description 1,Product Image Sort - 4,Retail Price,Product Image Sort - 3,Price,Product Description,Product Image Is Thumbnail 1,Current Stock,Sale Price,Track Inventory,Product Name,Product Image File -1,Product Image File -2,Product Image File -3,Product Image File -4,Product Image File -5,Product Image File -6,Product Image File -7
Product,Shoes/Men's Shoes/Cross Training Shoes,N,ASICS ,410123,2-7 Business  Days,7,6,5,IND410123,ASICS Men Neon Orange & Blue Gel Nimbus 16 Running Shoes,2,1,BuyASICS Men Neon Orange & Blue Gel Nimbus 16 Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"9,999",3,"9,999",,Y,,,By Product,ASICS Men Neon Orange & Blue Gel Nimbus 16 Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_07558defea3f0f32d00f3138e82a58f2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_5bf35204cefada6c4c219592f6981478_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_0bdc30f8d9250c7cc86dc4f09b05e96e_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_4f7f5c797753778aeee0936601982f33_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_e1af20d9689ff66e6d2afed2ce6fee46_images_mini.jpg",
SKU,,,,1402268,,,,,IND1402268,,,,,,,,,,Y,6,,,[S]Size=UK 11,,,,,,,
SKU,,,,1402269,,,,,IND1402269,,,,,,,,,,Y,2,,,[S]Size=UK 12,,,,,,,
SKU,,,,1357746,,,,,IND1357746,,,,,,,,,,Y,15,,,[S]Size=UK 10,,,,,,,
SKU,,,,1028566,,,,,IND1028566,,,,,,,,,,Y,439,,,[S]Size=UK 8,,,,,,,
SKU,,,,1357699,,,,,IND1357699,,,,,,,,,,Y,15,,,[S]Size=UK 9,,,,,,,
SKU,,,,1357692,,,,,IND1357692,,,,,,,,,,Y,9,,,[S]Size=UK 8,,,,,,,
SKU,,,,1028558,,,,,IND1028558,,,,,,,,,,Y,42,,,[S]Size=UK 7,,,,,,,
SKU,,,,1369559,,,,,IND1369559,,,,,,,,,,Y,10,,,[S]Size=UK 7,,,,,,,
SKU,,,,1369550,,,,,IND1369550,,,,,,,,,,Y,8,,,[S]Size=UK 6,,,,,,,
SKU,,,,1369542,,,,,IND1369542,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,ASICS ,410126,2-7 Business  Days,7,6,5,IND410126,ASICS Men Grey Gel-Nimbus 16 Running Shoes,2,1,BuyASICS Men Grey Gel-Nimbus 16 Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"9,999",3,"9,999",,Y,,,By Product,ASICS Men Grey Gel-Nimbus 16 Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_e09fd98dcb4f9722f933a44eab3c4f89_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_95c5ffd4f6c4e08e5d2c97351e7288ad_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_d1c6dd71922a06bb7c85aa224ab8df7c_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_f3ce51e0cb2cb01997790f4150d34d57_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/ASICS-Men-Sports-Shoes_161a494e8ee6f20f7dc876ba1071c305_images_mini.jpg",
SKU,,,,1357747,,,,,IND1357747,,,,,,,,,,Y,6,,,[S]Size=UK 11,,,,,,,
SKU,,,,1357748,,,,,IND1357748,,,,,,,,,,Y,8,,,[S]Size=UK 12,,,,,,,
SKU,,,,1028567,,,,,IND1028567,,,,,,,,,,Y,305,,,[S]Size=UK 9,,,,,,,
SKU,,,,1028568,,,,,IND1028568,,,,,,,,,,Y,252,,,[S]Size=UK 10,,,,,,,
SKU,,,,1357700,,,,,IND1357700,,,,,,,,,,Y,12,,,[S]Size=UK 10,,,,,,,
SKU,,,,1357693,,,,,IND1357693,,,,,,,,,,Y,20,,,[S]Size=UK 9,,,,,,,
SKU,,,,1028559,,,,,IND1028559,,,,,,,,,,Y,102,,,[S]Size=UK 8,,,,,,,
SKU,,,,1369560,,,,,IND1369560,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,1369551,,,,,IND1369551,,,,,,,,,,Y,10,,,[S]Size=UK 7,,,,,,,
SKU,,,,1369543,,,,,IND1369543,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,1369566,,,,,IND1369566,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,235611,2-7 Business  Days,7,6,5,IND235611,Adidas Women Grey & Black Duramo 6 W Sports Shoes,2,1,BuyAdidas Women Grey & Black Duramo 6 W Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,799",3,"4,799",,Y,,"3,359",By Product,Adidas Women Grey & Black Duramo 6 W Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey---Black-Duramo-6-W-Sports-Shoes_671eef6dd41846d4df8767a9cbe92fcd_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey---Black-Duramo-6-W-Sports-Shoes_68bccefa6c6dfda09f49519e6c53d7d9_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey---Black-Duramo-6-W-Sports-Shoes_6e1bbc454c2dd3583d72bb209b099e36_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey---Black-Duramo-6-W-Sports-Shoes_a49909e931f3dd11d7349881110566c4_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey---Black-Duramo-6-W-Sports-Shoes_b49731fabbcb0b1fc7b35736e41f4849_images_mini.jpg",
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,516193,2-7 Business  Days,7,6,5,IND516193,Adidas Women Grey Duramo 6 W Running Shoes,2,1,BuyAdidas Women Grey Duramo 6 W Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,299",3,"5,299",,Y,,,By Product,Adidas Women Grey Duramo 6 W Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_69f4b0ef0faaef058d5d399d01f60673_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_4eb3d6b512f11127cee70a3e6ab8e426_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_6ed5af7919d16df419077a9a0066591c_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_b0f395062f99b2dc7b115a86348265c1_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_260a8ea546ce66c6a05cf25e8f855a50_images_mini.jpg",
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,235610,2-7 Business  Days,7,6,5,IND235610,Adidas Women Black Duramo 6 Sports Shoes,2,1,BuyAdidas Women Black Duramo 6 Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,799",3,"4,799",,Y,,"3,359",By Product,Adidas Women Black Duramo 6 Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_1e0da0bc64ee8c55dd2988a01bb70df1_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_e82d39c15e572f4503a0c054d1adae2d_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_828e2631c5a2a2286294383a0a8dbfec_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_fe477f7f38a1a092ae3ca1e05f4e0045_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_a7c6aea489bb1fe4770e9ae6000ff9a0_images_mini.jpg",
SKU,,,,1028569,,,,,IND1028569,,,,,,,,,,Y,124,,,[S]Size=UK 11,,,,,,,
SKU,,,,1028570,,,,,IND1028570,,,,,,,,,,Y,103,,,[S]Size=UK 12,,,,,,,
SKU,,,,1357701,,,,,IND1357701,,,,,,,,,,Y,7,,,[S]Size=UK 11,,,,,,,
SKU,,,,1357694,,,,,IND1357694,,,,,,,,,,Y,12,,,[S]Size=UK 10,,,,,,,
SKU,,,,1028560,,,,,IND1028560,,,,,,,,,,Y,74,,,[S]Size=UK 9,,,,,,,
SKU,,,,1369553,,,,,IND1369553,,,,,,,,,,Y,0,,,[S]Size=UK 9,,,,,,,
SKU,,,,1369552,,,,,IND1369552,,,,,,,,,,Y,1,,,[S]Size=UK 8,,,,,,,
SKU,,,,1369544,,,,,IND1369544,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,1369567,,,,,IND1369567,,,,,,,,,,Y,9,,,[S]Size=UK 7,,,,,,,
SKU,,,,849115,,,,,IND849115,,,,,,,,,,Y,14,,,[S]Size=UK 4,,,,,,,
SKU,,,,2278989,,,,,IND2278989,,,,,,,,,,Y,1,,,[S]Size=UK 5,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,370457,2-7 Business  Days,7,6,5,IND370457,Adidas Women Black Duramo 6 Sports Shoes,2,1,BuyAdidas Women Black Duramo 6 Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,299",3,"5,299",,Y,,,By Product,Adidas Women Black Duramo 6 Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Black-Duramo-6-Sports-Shoes_7b1e9c1a4f03ea483bd615d1009891c5_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Black-Duramo-6-Sports-Shoes_0ac8281eebb4140a3e2ccf3acc4eb425_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Black-Duramo-6-Sports-Shoes_780745b0b39cb5bb5f70f1015a4ad9bc_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Black-Duramo-6-Sports-Shoes_adaff59dcc173c7690b8df592ced449d_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Black-Duramo-6-Sports-Shoes_5cde34d2a1be6abf69b58cfdeb3de068_images_mini.jpg",
SKU,,,,793701,,,,,IND793701,,,,,,,,,,Y,48,,,[S]Size=UK 4,,,,,,,
SKU,,,,1357702,,,,,IND1357702,,,,,,,,,,Y,5,,,[S]Size=UK 12,,,,,,,
SKU,,,,1357695,,,,,IND1357695,,,,,,,,,,Y,5,,,[S]Size=UK 11,,,,,,,
SKU,,,,1357696,,,,,IND1357696,,,,,,,,,,Y,6,,,[S]Size=UK 12,,,,,,,
SKU,,,,1028561,,,,,IND1028561,,,,,,,,,,Y,59,,,[S]Size=UK 10,,,,,,,
SKU,,,,1369554,,,,,IND1369554,,,,,,,,,,Y,0,,,[S]Size=UK 10,,,,,,,
SKU,,,,1369545,,,,,IND1369545,,,,,,,,,,Y,0,,,[S]Size=UK 9,,,,,,,
SKU,,,,1369539,,,,,IND1369539,,,,,,,,,,Y,1,,,[S]Size=UK 9,,,,,,,
SKU,,,,1369568,,,,,IND1369568,,,,,,,,,,Y,4,,,[S]Size=UK 8,,,,,,,
SKU,,,,849116,,,,,IND849116,,,,,,,,,,Y,0,,,[S]Size=UK 5,,,,,,,
SKU,,,,2278995,,,,,IND2278995,,,,,,,,,,Y,3,,,[S]Size=UK 6,,,,,,,
SKU,,,,1240800,,,,,IND1240800,,,,,,,,,,Y,2,,,[S]Size=UK 4,,,,,,,
SKU,,,,849114,,,,,IND849114,,,,,,,,,,Y,0,,,[S]Size=UK 5,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,516196,2-7 Business  Days,7,6,5,IND516196,Adidas Women White Response Aspire STR W Tennis Shoes,2,1,BuyAdidas Women White Response Aspire STR W Tennis Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,999",3,"4,999",,Y,,,By Product,Adidas Women White Response Aspire STR W Tennis Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_ad9ca8bcfd1dc4954cf45befacf1b29e_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_861885d76aed7bfc3d398e435068ae97_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_f12f94f619976648a15ffbb1ebe0e8cd_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_0f7b08f5f57b7a0cdb7a166449bcc082_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_a87c2bd7cd852840b03ccd2e213c2842_images_mini.jpg",
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,370474,2-7 Business  Days,7,6,5,IND370474,Adidas Women White Response Aspire STR Sports Shoes,2,1,BuyAdidas Women White Response Aspire STR Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,999",3,"4,999",,Y,,,By Product,Adidas Women White Response Aspire STR Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_2188b236da25e6340771d54a7125b501_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_4130070ffaceb4447ffefae2af6d077b_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_cb50d7917214902d64bb0c5694c14392_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_cef0dcbba461487dc94aaea0b9a8f479_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_bf0c4105978b768ac1fc4937b7d83f46_images_mini.jpg",
SKU,,,,1028562,,,,,IND1028562,,,,,,,,,,Y,30,,,[S]Size=UK 11,,,,,,,
SKU,,,,1028563,,,,,IND1028563,,,,,,,,,,Y,27,,,[S]Size=UK 12,,,,,,,
SKU,,,,1369555,,,,,IND1369555,,,,,,,,,,Y,0,,,[S]Size=UK 11,,,,,,,
SKU,,,,1369546,,,,,IND1369546,,,,,,,,,,Y,1,,,[S]Size=UK 10,,,,,,,
SKU,,,,1369540,,,,,IND1369540,,,,,,,,,,Y,0,,,[S]Size=UK 10,,,,,,,
SKU,,,,1369561,,,,,IND1369561,,,,,,,,,,Y,0,,,[S]Size=UK 9,,,,,,,
SKU,,,,849117,,,,,IND849117,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
SKU,,,,2278998,,,,,IND2278998,,,,,,,,,,Y,2,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240801,,,,,IND1240801,,,,,,,,,,Y,4,,,[S]Size=UK 5,,,,,,,
SKU,,,,793702,,,,,IND793702,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
SKU,,,,2279025,,,,,IND2279025,,,,,,,,,,Y,1,,,[S]Size=UK 5,,,,,,,
SKU,,,,1240893,,,,,IND1240893,,,,,,,,,,Y,1,,,[S]Size=UK 4,,,,,,,
SKU,,,,1369556,,,,,IND1369556,,,,,,,,,,Y,8,,,[S]Size=UK 12,,,,,,,
SKU,,,,1369557,,,,,IND1369557,,,,,,,,,,Y,0,,,[S]Size=UK 13,,,,,,,
SKU,,,,1369547,,,,,IND1369547,,,,,,,,,,Y,0,,,[S]Size=UK 11,,,,,,,
SKU,,,,1369541,,,,,IND1369541,,,,,,,,,,Y,0,,,[S]Size=UK 11,,,,,,,
SKU,,,,1369562,,,,,IND1369562,,,,,,,,,,Y,0,,,[S]Size=UK 10,,,,,,,
SKU,,,,793704,,,,,IND793704,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,2279001,,,,,IND2279001,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,1240802,,,,,IND1240802,,,,,,,,,,Y,3,,,[S]Size=UK 6,,,,,,,
SKU,,,,793703,,,,,IND793703,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,2279028,,,,,IND2279028,,,,,,,,,,Y,3,,,[S]Size=UK 6,,,,,,,
SKU,,,,1240894,,,,,IND1240894,,,,,,,,,,Y,4,,,[S]Size=UK 5,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,545663,2-7 Business  Days,7,6,5,IND545663,Adidas Men Black Cross 'EM 3 Leather Basketball Shoes,2,1,BuyAdidas Men Black Cross 'EM 3 Leather Basketball Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,999",3,"5,999",,Y,,,By Product,Adidas Men Black Cross 'EM 3 Leather Basketball Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_cd373f21212c3099ae5424e3ccc4346a_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_99d214e34522f7c8bce14ab9b56d9420_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_b6a38ba8ecd880562013e9ea64172221_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_63cc6fd37cbbc0092417f0228d7fdc1a_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_119e42a7ad41e18b419074e75f175b8e_images_mini.jpg",
SKU,,,,1369548,,,,,IND1369548,,,,,,,,,,Y,5,,,[S]Size=UK 12,,,,,,,
SKU,,,,1369549,,,,,IND1369549,,,,,,,,,,Y,0,,,[S]Size=UK 13,,,,,,,
SKU,,,,1369563,,,,,IND1369563,,,,,,,,,,Y,0,,,[S]Size=UK 11,,,,,,,
SKU,,,,1369564,,,,,IND1369564,,,,,,,,,,Y,2,,,[S]Size=UK 12,,,,,,,
SKU,,,,1240803,,,,,IND1240803,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240804,,,,,IND1240804,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,2279031,,,,,IND2279031,,,,,,,,,,Y,3,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240895,,,,,IND1240895,,,,,,,,,,Y,2,,,[S]Size=UK 6,,,,,,,
SKU,,,,2691365,,,,,IND2691365,,,,,,,,,,Y,5,,,[S]Size=UK 6,,,,,,,
SKU,,,,1369565,,,,,IND1369565,,,,,,,,,,Y,0,,,[S]Size=UK 13,,,,,,,
SKU,,,,2279037,,,,,IND2279037,,,,,,,,,,Y,1,,,[S]Size=UK 8,,,,,,,
SKU,,,,1240896,,,,,IND1240896,,,,,,,,,,Y,4,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240897,,,,,IND1240897,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,2578905,,,,,IND2578905,,,,,,,,,,Y,20,,,[S]Size=UK 7,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,406512,2-7 Business  Days,7,6,5,IND406512,Adidas Men Black Dario M Running Shoes,2,1,BuyAdidas Men Black Dario M Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"3,499",3,"3,499",,Y,,,By Product,Adidas Men Black Dario M Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-Dario-Men-M-Running-Shoes_98b8dea51c513841e083424028dc3bc2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-Dario-Men-M-Running-Shoes_6c81786eaba81ae724bc9ddb0ac163d1_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-Dario-Men-M-Running-Shoes_3916f140100f2f3d301c7151d2d3a992_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-Dario-Men-M-Running-Shoes_f2c3f86312b85a900075af80fc71490f_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-Dario-Men-M-Running-Shoes_138fe386da9172156d4f137a9210e6dc_images_mini.jpg",
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,545646,2-7 Business  Days,7,6,5,IND545646,Adidas Men Coffee Brown Rokewood Sports Shoes,2,1,BuyAdidas Men Coffee Brown Rokewood Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,999",3,"4,999",,Y,,,By Product,Adidas Men Coffee Brown Rokewood Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_c815f68c941ea93ed1cc6e21ebab884b_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_4ff5056a81c61fc622e5e93569ab8b8b_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_ab236b3146ac762a85f32f3583c92b01_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_90205676de427974db56078e02b6e4bd_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_dea20ab332d80e7761fade979ae4bc1a_images_mini.jpg",
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,420417,2-7 Business  Days,7,6,5,IND420417,Adidas Women Navy Lite Quest W Running Shoes,2,1,BuyAdidas Women Navy Lite Quest W Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,399",3,"4,399",,Y,,"3,519",By Product,Adidas Women Navy Lite Quest W Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_d81d89abf56b40f587b2f46f2b98da5d_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_3b708d153bc043d70f6171d42fe2572f_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_7f99e133d409b19b8158900d1564bd0e_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_d2a31e83366764c926b6af60881c39a5_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_a7d112c8cbef1fa1e215764e4661fe86_images_mini.jpg",
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,545639,2-7 Business  Days,7,6,5,IND545639,Adidas Women Sea Green Arina Running Shoes,2,1,BuyAdidas Women Sea Green Arina Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"3,799",3,"3,799",,Y,,,By Product,Adidas Women Sea Green Arina Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_c42f723525445c1a05601248c35e941f_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_d25cd1ee6990f5eb12fbfdf5d4ede551_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_7b2dd4eececb9127d6496fa91bdb26cf_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_3e08732e317eca6696b5bcdc61aa2c48_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Sports-Shoes_12bc4dfe15e07a685da67f9cb6aced0d_images_mini.jpg",
SKU,,,,2578908,,,,,IND2578908,,,,,,,,,,Y,30,,,[S]Size=UK 8,,,,,,,
SKU,,,,2578911,,,,,IND2578911,,,,,,,,,,Y,76,,,[S]Size=UK 9,,,,,,,
SKU,,,,1357766,,,,,IND1357766,,,,,,,,,,Y,16,,,[S]Size=UK 7,,,,,,,
SKU,,,,2578620,,,,,IND2578620,,,,,,,,,,Y,14,,,[S]Size=UK 7,,,,,,,
SKU,,,,1402308,,,,,IND1402308,,,,,,,,,,Y,2,,,[S]Size=UK 4,,,,,,,
SKU,,,,2964811,,,,,IND2964811,,,,,,,,,,Y,0,,,[S]Size=UK 4,,,,,,,
SKU,,,,2578896,,,,,IND2578896,,,,,,,,,,Y,69,,,[S]Size=UK 10,,,,,,,
SKU,,,,1357767,,,,,IND1357767,,,,,,,,,,Y,94,,,[S]Size=UK 8,,,,,,,
SKU,,,,2578623,,,,,IND2578623,,,,,,,,,,Y,38,,,[S]Size=UK 8,,,,,,,
SKU,,,,1402309,,,,,IND1402309,,,,,,,,,,Y,1,,,[S]Size=UK 5,,,,,,,
