Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
Product,,Nano Dynamic 330,Ashaway,£59.99,£59.99,£59.99,"<div class=""article-content""><h2>Overview</h2>
<p>The Ashaway Nano Dynamic 330 Badminton Racket is a superb value all round racket. The light weight frame makes it easy to move for fast interceptions and the inertia created by the racket head gives tremendous power for smashes.</p>
<p>It's Isometric head allows for a bigger sweet spot to enable a more controlled game. </p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li><strong style=""font-size: 12px;"">Balance:</strong><span style=""font-size: 12px;"">  285mm (Mid/Head Heavy)</span></li>
<li><strong>Flex:</strong>  Med-Stiff</li>
<li><strong>Weight:</strong>  86g</li>
<li class=""last""><strong>Frame:</strong> <span>Titanium/High Modulus Graphite</span></li>
<li class=""last""><strong>Head Shape: </strong>SQ</li>
</ul>
<h2> </h2>
<h2>Stringing Information</h2>
<ul>
<li class=""first""><strong>Recommended Stringing Tension:</strong> Main - 22lbs to 28 lbs / Cross - 22lbs to 28 lbs</li>
<li class=""last""><strong>String:</strong> ZyMax 70</li>
</ul></div>",33,,,Nano Dynamic,Nano Dynamic 330,,N,,Buy Nano Dynamic 330 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Nano Dynamic 330 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Nano Dynamic 330 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/276.jpg?5231dd04,http://goode-sport.co.uk//data/img/products/gallery/486.jpg?53ac1e31,http://goode-sport.co.uk//data/img/products/gallery/487.jpg?53ac1e31,http://goode-sport.co.uk//data/img/products/gallery/488.jpg?53ac1e31,http://goode-sport.co.uk//data/img/products/gallery/489.jpg?53ac1e31,http://goode-sport.co.uk//data/img/products/gallery/490.jpg?53ac1e60
Product,,Superkill XL,Ashaway,£13.80,£13.80,£13.80,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway Supernick XL original is the <strong>best selling squash string in the world</strong>. <br><br>Powerful and durable with a fantastic feel - It is used at the very highest level of the game.<br><br>Nylon multifilament core and unique braided surface offers all players superb feel and durability.<br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Available in 110m reel (12 re-strings) or 9m set (1 re-string) </strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Colour - patented white with blue and red XL crosses.</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Tension up to 42 lbs</strong></li>
</ul>
<p><strong style=""font-size: 11.818181991577148px;""><br></strong>Supernick XL is 1.25mm in diameter for superior resilience and feel of the ball. Multifilament nylon core and textured surface increases ball control and spin characteristics. </p>
<p><span>Used by top professional and amateur players </span><span>looking for improved feel and control of the ball</span></p></div>",73,,,Racket String,Superkill XL,,N,,Buy Superkill XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Superkill XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Superkill XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/48.jpg?5208f12b
Product,,Ultra Kill 17,Ashaway,£17.80,£17.80,£17.80,"<div class=""article-content""><h2>Overview</h2>
<p>The Ultrakill family of string features a Zyex core encapsulated with a high tenacity monofilament nylon wear surface. The Ashaway Ultrakill 17 is the most stable of all the Ashaway Ultrakill family.</p>
<h2> </h2>
<h2>Specifications</h2>
<ul>
<li>Steel Blue</li>
<li>Zyex Core</li>
<li>Soft Feel</li>
</ul></div>",72,,,Racket String,Ultra Kill 17,,N,,Buy Ultra Kill 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ultra Kill 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ultra Kill 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/49.jpg?5208f17b
Product,,Killfire XL,Ashaway,£12.40,£12.40,£12.40,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<p>Ashaway KillFire provides a firm string bed for superior control. It's braided aramid mains mean you get better bite the ball and superior spin. 17 gauge Aramid mains also offer optimum durability.</p>
<p>Suitable for top amateur and professional players.</p>
<h2> </h2>
<h2>Specifications</h2>
<p>Mains: up to 45 lbs (20 kgs)<br>Crosses: up to 50 lbs (23 kgs)</p>
<p> </p></div>",74,,,Racket String,Killfire XL,,N,,Buy Killfire XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Killfire XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Killfire XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/223.jpg?522f463f
Product,,Superlight T5 SQ,Ashaway,£59.99,£59.99,£59.99,"<div class=""article-content""><h2>Overview</h2>
<p>The  Ashaway Superlight T5SQ is considered a classic racket in the badminton world. Being one of the lightest rackets on the market it offers increased acceleration and manoueverability. </p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li class=""first""><strong>Balance:</strong>  285mm (Mid/Head Heavy)</li>
<li><strong>Flex:</strong>  Medium</li>
<li><strong>Weight:</strong>  75g</li>
<li class=""last""><strong>Frame:</strong> <span>High Modulus Graphite with Titanium and Kevlar</span></li>
<li class=""last""><strong>Head Shape: </strong>SQ</li>
</ul>
<p> </p>
<h2>Stringing Information</h2>
<ul>
<li><span style=""font-size: 12px;""> </span><strong style=""font-size: 12px;"">Recommended Stringing Tension:</strong><span style=""font-size: 12px;""> Main - 20lbs to 23 lbs / Cross - 20lbs to 23 lbs</span></li>
<li class=""last""><strong>String:</strong> ZyMax 70</li>
</ul></div>",32,,,Superlight,Superlight T5 SQ,,N,,Buy Superlight T5 SQ Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Superlight T5 SQ Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Superlight T5 SQ Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/471.jpg?53abf720,http://goode-sport.co.uk//data/img/products/gallery/441.jpg?53aaca6c,http://goode-sport.co.uk//data/img/products/gallery/440.jpg?53aaca6c,http://goode-sport.co.uk//data/img/products/gallery/272.jpg?5231d65b,http://goode-sport.co.uk//data/img/products/gallery/442.jpg?53aaccdb
Product,,Black Knight Squash Balls Dozen Box,Ashaway,£28.00,£28.00,£28.00,"<div class=""article-content""><h2>Specifications</h2>
<ul>
<li class=""first"">Double Yellow Dot</li>
<li>Approved by World Squash federation</li>
<li class=""last"">Available in a dozen box</li>
</ul></div>",179,,,Squash Balls,Black Knight Squash Balls Dozen Box,,N,,Buy Black Knight Squash Balls Dozen Box Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Black Knight Squash Balls Dozen Box Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Black Knight Squash Balls Dozen Box Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/203.jpg?522f1367
Product,,Stiletto Eyeguards,Ashaway,£17.99,£17.99,£17.99,"<div class=""article-content""><h2>Overview</h2>
<p>Black Knight eyeguards are the official eyeguards of many sports associations, including OFSAA Badminton (the Ontario Federation of School Athletic Associations) and Squash Ontario. </p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Scratch resistant lens of high impact polycarbonate</li>
<li> Optically correct lenses with no distortion</li>
<li> Bayonet temple arms for a secure, comfortable fit</li>
<li>Anti-fog coating and flow through ventilation to eliminate fogging</li>
<li>Red, Blue or Black</li>
</ul>
<p><br>The Stiletto models meet the ASTM safety standard F803-03 for badminton and squash.<br><br><br><br></p></div>",125,,,Eye Guards,Stiletto Eyeguards,,N,,Buy Stiletto Eyeguards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Stiletto Eyeguards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Stiletto Eyeguards Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/87.jpg?520b8e7d,http://goode-sport.co.uk//data/img/products/gallery/88.jpg?520b8e7d,http://goode-sport.co.uk//data/img/products/gallery/89.jpg?520b8e7d
SKU,,[S]Size= BLACK,,,,,,125BLACK
SKU,,[S]Size= BLUE,,,,,,125BLUE
SKU,,[S]Size= RED,,,,,,125RED
Product,,Monogut ZX,Ashaway,£22.00,£22.00,£22.00,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway MonoGut ZX is a <strong>100% Zyex monofilament</strong> tennis string that provides exceptional dynamic stiffness and gut-like playability<br><br>Material - 100% Zyex® Monofilament<br>Gauge - 16 (1.27mm)<br>Stringing tension - Up to 60 lbs (27.5 kgs)<br><br>Use 10-15% less tension than traditional nylon tennis racket strings<br><br><strong>No polyester additives:</strong><br>absence of polyester increases elongation and decreases stiffness<br><br><strong>Superior Durability:</strong><br>monofilament construction insures superior durability<br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Available in Natural and Red</strong></li>
<li><strong>Available in 110m reel or 12m set</strong></li>
</ul>
<p><strong><br></strong>This string is an all round great performer and boasts a gut like playability and exceptional Dynamic Stiffness</p>
<p> </p></div>",60,,,Racket String,Monogut ZX,,N,,Buy Monogut ZX Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Monogut ZX Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Monogut ZX Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/46.jpg?5208f059,http://goode-sport.co.uk//data/img/products/gallery/699.jpg?5448c6a4,http://goode-sport.co.uk//data/img/products/gallery/197.jpg?522df2f9,http://goode-sport.co.uk//data/img/products/gallery/700.jpg?5448c6a4
SKU,,[S]Size= 110m 1.27mm,,,,,,60110m 1.27mm
SKU,,[S]Size= 12m 1.27mm,,,,,,6012m 1.27mm
SKU,,[S]Size= Natural,,,,,,60Natural
SKU,,[S]Size= Red,,,,,,60Red
Product,,Rad Mesh Grip,Ashaway,£6.40,£6.40,£6.40,"<div class=""article-content""><h2><span>Overview</span></h2>
<p><span>This exciting new replacement grip combines the secure grip and comfort of the Rad Cushion grip into a thinner replacement grip, with a unique mesh formation for improved wicking of moisture. Rad Mesh is available in several combinations of black and a background colour that is seen through the perforations. </span></p>
<p> </p>
<h2><span>Thickness</span></h2>
<p><span>1.35 mm Length: 110 cm</span></p></div>",265,,,Grips,Rad Mesh Grip,,N,,Buy Rad Mesh Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Rad Mesh Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Rad Mesh Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/594.jpg?5416deda,http://goode-sport.co.uk//data/img/products/gallery/595.jpg?5416deda,http://goode-sport.co.uk//data/img/products/gallery/596.jpg?5416deda,http://goode-sport.co.uk//data/img/products/gallery/597.jpg?5416deda
SKU,,[S]Size= PINK,,,,,,265PINK
SKU,,[S]Size= GREEN,,,,,,265GREEN
SKU,,[S]Size= YELLOW,,,,,,265YELLOW
SKU,,[S]Size= ORANGE,,,,,,265ORANGE
Product,,Ion Storm XT,Ashaway,£129.99,£129.99,£129.99,"<div class=""article-content""><h2>Overview </h2>
<p>The NEW Black Knight Storm XT uses Thin-K technology in a fast and powerful bridged frame.  It is also equipped with:</p>
<ul>
<li><strong>Nano Crystalline Technology</strong> (NCT) which is an additive incorporated into the carbon fibre that not only helps reduce vibration but binds the fibres for added durability.</li>
<li><strong>BK’s Thermal Core technology</strong> (TC) in which the racquet is pressurized with superheated air while it is being cured in the ovens. This allows for a uniform curing process inside the frame and out for greater durability and a more responsive hit.</li>
<li><strong>16K</strong> fibres, the highest standard of graphite available -16,000 individual strands woven together for more structural strength.</li>
<li><strong>Power of 6</strong> - this frame is fine-tuned for optimum performance by first analyzing it under stress at 6 points, from the handle to the top of the head. The resulting data are then used to make further adjustments to the frame until the ideal specifications are achieved.</li>
</ul>
<p><span>With a Dynamic Weight of 130 and a frame weight of 135g, the Black Knight Storm XT has a head light balance. Rated as stiff, it is strung with Ashaway PowerNick 19 string for better bite on the ball and less air resistance. RAD Mesh on the handle is ideal for a secure long lasting grip on this great racquet. </span></p>
<p> </p>
<h2><span>Specification </span></h2>
<ul>
<li><span style=""font-size: 12px;""><strong>Frame -</strong> Thin-K, PowerSurge, 16K, Power of 6, and NCT, with BK’s Thermal Core. </span></li>
<li><span style=""font-size: 12px;""><strong>Grip -</strong> RAD Mesh grip.</span></li>
<li><span style=""font-size: 12px;""><strong>Rigidity (RF) -</strong> 91 stiff</span></li>
<li><span style=""font-size: 12px;""><strong>AFW -</strong> 135 grams</span></li>
<li><span style=""font-size: 12px;""><strong>DW -</strong> 130</span></li>
<li><span style=""font-size: 12px;""><strong>Balance -</strong> Head light</span></li>
<li><span style=""font-size: 12px;""><strong>Speed -</strong> 9.2</span></li>
<li><span style=""font-size: 12px;""><strong>Power -</strong> 8.9</span></li>
<li><span style=""font-size: 12px;""><strong>Control -</strong> 9.5</span></li>
<li><span style=""font-size: 12px;""><strong>Area -</strong> 475 sq.cm.</span></li>
<li><span style=""font-size: 12px;""><strong>Designed for -</strong> Advanced to Professional</span></li>
</ul>
<h2>Stringing Information </h2>
<ul>
<li><strong><span>Recommended String Tension - </span></strong>26lbs</li>
<li><strong><span>Recommended String - </span></strong>Powernick 19 Black </li>
</ul></div>",248,,,Squash Rackets,Ion Storm XT,,N,,Buy Ion Storm XT Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ion Storm XT Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ion Storm XT Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/518.jpg?53e8e470,http://goode-sport.co.uk//data/img/products/gallery/525.jpg?53ecda96,http://goode-sport.co.uk//data/img/products/gallery/526.jpg?53ecda96
Product,,Ultra Kill 18,Ashaway,£17.80,£17.80,£17.80,"<div class=""article-content""><h2>Overview</h2>
<p>The Ultrakill family of string features a Zyex core encapsulated with a high tenacity monofilament nylon wear surface. The Ashaway Ultrakill 18 is the most durable of all the Ashaway Ultrakill family.</p>
<p> </p>
<h2>Specifications</h2>
<ul>
<li>Steel Blue</li>
<li>Zyex Core</li>
<li>Soft Feel</li>
</ul></div>",178,,,Racket String,Ultra Kill 18,,N,,Buy Ultra Kill 18 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ultra Kill 18 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ultra Kill 18 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/202.jpg?522f112e
Product,,Synthetic Gut 16,Ashaway,£100.00,£100.00,£100.00,"<div class=""article-content""><h2><strong>Overview</strong> </h2>
<p>With it's Mono-Filament contruction the Ashaway Synthetic Gut 16 is the Classic 'All-court String'. It perfectly replicates the properties of Gut but with increased durability due to it's Nylon Polymers material.</p>
<p> </p>
<h2><strong>Stringing Information </strong></h2>
<p>Gauge - 16g (1.30mm)</p>
<p>String Tension - Up to 70 lbs (32kgs)</p>
<ul>
<li> Available in White and Natural Multi Strand Monofilament 220m Reel </li>
</ul></div>",66,,,Racket String,Synthetic Gut 16,,N,,Buy Synthetic Gut 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Synthetic Gut 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Synthetic Gut 16 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/426.jpg?53a97a50
Product,,Liberty 17,Ashaway,£44.00,£44.00,£44.00,"<div class=""article-content""><h2><span>Overview </span></h2>
<p><span>The Ashaway Liberty 17 string is made from a monofilament nylon contruction which is extremely durable. It it also a wear layer which helps to resist notching and can increase string life. </span></p>
<p><span>This string is recommended by professional and amateur players alike and is designed for all purpose play. It comes in a 110m long reel in a 1.25mm gauge</span></p>
<ul>
<li>Colour: white</li>
<li>110 Metre reel</li>
<li>1.25mm Gauge </li>
<li>Made from nylon monofilament </li>
<li>Up to 40lbs in tension</li>
</ul></div>",59,,,Racket String,Liberty 17,,N,,Buy Liberty 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Liberty 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Liberty 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/379.jpg?53626c08
Product,,Synthetic Gut 17,Ashaway,£100.00,£100.00,£100.00,"<div class=""article-content""><h2>Overview</h2>
<p>The Ashaway Synthetic Gut 17 has excellent resiliency with fantastic durability. It gives you Gut-like playability in a durable monofilament construction. Most popular monofilament construction for professional players. Fluorocarbon emulsion insures easier stringing. Recommended for players <span style=""font-size: 12px;"">requiring a more responsive string.</span></p></div>",58,,,Racket String,Synthetic Gut 17,,N,,Buy Synthetic Gut 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Synthetic Gut 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Synthetic Gut 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/380.jpg?53626d53
Product,,Supernick XL Pro,Ashaway,£13.80,£13.80,£13.80,"<div class=""article-content""><h2>Overview</h2>
<p>Tough and Playable Ashaway SuperNick XL Pro offers a crisp feeling alternative Ashaway SuperNick XL.<br><br>Nylon multifilament core and unique braided surface offers all players superb feel and durability.<br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Diameter - 1.25mm (17 Guage)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Available in 110m reel (12 re-strings) or 9m set (1 re-string)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Colour - Navy with White XL cros</strong>ses</li>
<li><strong>Tension up to 42lbs</strong></li>
</ul>
<p><span>Ashaway Supernick XL Pro is 1.25mm in diameter and features a multifilament nylon core for soft feel and crisp playability. The textured surface increases ball control and spin characteristics. </span></p>
<p><span><span>Used by Top professional and amateur players who are</span><span> looking for extra durability in a multifilament nylon string.</span></span></p></div>",56,,,Racket String,Supernick XL Pro,,N,,Buy Supernick XL Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/419.jpg?5395c7ab,http://goode-sport.co.uk//data/img/products/gallery/747.jpg?54522627
Product,,Supernick XL,Ashaway,£13.80,£13.80,£13.80,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway Supernick XL original is the <strong>best selling squash string in the world</strong>. <br><br>Powerful and durable with a fantastic feel - It is used at the very highest level of the game.<br><br>Nylon multifilament core and unique braided surface offers all players superb feel and durability.<br><br></p>
<ul>
<li><strong>Available in 110m reel (12 re-strings) or 9m set (1 re-string) </strong></li>
<li><strong>Colour - patented white with blue and red XL crosses.</strong></li>
<li><strong>Tension up to 42 lbs</strong></li>
</ul>
<p><strong><br></strong>Ashaway Supernick XL is 1.25mm in diameter for superior resilience and feel of the ball. Multifilament nylon core and textured surface increases ball control and spin characteristics. </p>
<p><span>Used by top professional and amateur players </span><span>looking for improved feel and control of the ball</span></p></div>",55,,,Racket String,Supernick XL,,N,,Buy Supernick XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/420.jpg?5395c93d,http://goode-sport.co.uk//data/img/products/gallery/746.jpg?545224f9
Product,,Supernick XL Micro,Ashaway,£13.80,£13.80,£13.80,"<div class=""article-content""><h2>Overview</h2>
<p>Micro gauge version of the worlds most popular squash string. offering superb playability. <br><br>As used by Nathalie Grainger (Former world number 1)<br><br>Nylon multifilament core and unique braided surface offers all players superb feel and durability.<br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Diameter - 1.15mm (18 guage)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Available in 110m reel (12 re-strings) or 9m set (1 re-string)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Colour - Yellow with blue and red XL crosses</strong></li>
</ul>
<p>The Ashaway Supernick XL micro is 1.15mm in diameter with a multifilament nylon core for optimum ball control and resilience. The textured surface and thin diameter maximises the impart spin and cut the ball. </p>
<p> </p></div>",57,,,Racket String,Supernick XL Micro,,N,,Buy Supernick XL Micro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Micro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Micro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/45.jpg?5208efc3,http://goode-sport.co.uk//data/img/products/gallery/748.jpg?5452276c
Product,,Supernick XL Titanium,Ashaway,£13.80,£13.80,£13.80,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway SuperNick XL Titanium offers increased durability compared with orginal Ashaway SuperNick XL.<br><br>Nylon multifilament core and unique braided surface offers all players superb feel and durability. Additional 'Ti surface' for increased durability. <br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Diametre - 1.25mm (17 Guage)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Available in 110m reel (12 re-strings) or 9m set (1 re-string)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Colour - Titanium Silver with Blue and Red XL crosses</strong></li>
</ul>
<p><strong style=""font-size: 11.818181991577148px;""><br></strong>Ashaway Supernick XL Ti is 1.25mm in diameter and features a multifilament nylon core and a titanium coating for extra power and durability. The textured surface increases the ability to impact spin and cut the ball. </p>
<p> </p></div>",54,,,Racket String,Supernick XL Titanium,,N,,Buy Supernick XL Titanium Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Titanium Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Supernick XL Titanium Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/43.jpg?5208ec84,http://goode-sport.co.uk//data/img/products/gallery/744.jpg?54521f4c
Product,,Powernick 18,Ashaway,£16.80,£16.80,£16.80,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway PowerNick strings feature a monofilament Zyex core. Encapsulated with a high tenacity nylon monofilament surface.<br><br>Ashaway PowerNick 18 is the string of choice for many world class players:<br><br><strong>Nick Matthew</strong> (world number 1)<br><strong>Peter Barker</strong> (world number 6)<br><strong>Ong Beng Hee</strong> (world number 12)<br><strong>Madeline Perry</strong> (world number 4)<br><br>Ashaway recommends PowerNick 18 strung at 25-27 lbs.<br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Diameter - 1.15mm (18 Guage)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Available in 110m reel (up 12 re-strings) or 9m set (1 re-string)</strong></li>
<li><strong style=""font-size: 11.818181991577148px;"">Supplied in Power Red or Silver.</strong></li>
</ul>
<p><strong style=""font-size: 11.818181991577148px;""><br></strong>Ashaway Powernick 18 is 1.15mm in diameter for optimum and power and resilience. The textured surface and thicker diameter combine to ensure maximum durability and spin performance for the life of the string. </p></div>",53,,,Racket String,Powernick 18,,N,,Buy Powernick 18 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powernick 18 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powernick 18 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/41.jpg?5208d881,http://goode-sport.co.uk//data/img/products/gallery/729.jpg?544e6ffc
Product,,Powernick 19,Ashaway,£16.80,£16.80,£16.80,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway PowerNick® 19 is the <strong style=""font-size: 11.818181991577148px;"">thinnest squash string ever</strong>. </p>
<p><br>Cnstructed from a monofilament Zyex core. Encapsulated with a high tenacity nylon monofilament surface.<br><br>Designed to provide improved power and performance for both amateur and professional players, PowerNick 19 provides excellent resilience and response, along with a dramatic increase in the ability to grip, cut, slice, and work the ball.<br><br><strong>As used by David Palmer</strong> (4 time British Open and 2 time world champion)<br><br></p>
<ul>
<li><strong style=""font-size: 11.818181991577148px;"">Gauge - 1.05mm (19 Guage)</strong></li>
<li><strong>110m reel or 9m set</strong></li>
<li><strong>Colour - Black</strong></li>
</ul>
<p>Ashaway Powernick 19 is 1.05mm in diameter for superior power and ball control. The textured surface and thin gauge combine to provide optimum ball response and spin characteristics </p></div>",52,,,Racket String,Powernick 19,,N,,Buy Powernick 19 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powernick 19 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Powernick 19 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/40.jpg?5208d81b,http://goode-sport.co.uk//data/img/products/gallery/727.jpg?544e6e75
Product,,Ultranick 17,Ashaway,£17.80,£17.80,£17.80,"<div class=""article-content""><h2>Overview</h2>
<p>Ashaway UltraNick strings are constructed from a unique <strong>Zyex Multifilament core</strong>.<br><br>Ashaway UltraNick offers a fine, powerful, lightweight and durable string, just like PowerNick, but it also offers a <strong>soft feel</strong>.<br><br></p>
<ul>
<li><strong>Available in 110m reel (up 12 re-strings) or 9m set (1 re-string)</strong></li>
<li><strong>Supplied in Lime Green.</strong></li>
<li><strong>Diameter - 1.25mm (17 guage)</strong></li>
</ul>
<p><span>Ashaway Ultranick 17 is 1.25mm in diameter for superior durability and string life. Textured surface increases ability to spin and cut the ball.  </span></p></div>",51,,,Racket String,Ultranick 17,,N,,Buy Ultranick 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ultranick 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Ultranick 17 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/39.jpg?5208cdba,http://goode-sport.co.uk//data/img/products/gallery/726.jpg?544e6e03
